title,listing_type,city,zip_code,numerical_descriptors,amenities,dates,rating,num_reviews,discounted,original_value,price_per_night,cleaning_fee,service_fee
"Comfy Single twin beds, near SFO",shared room,South San Francisco,94128,2 guests - 1 bedroom - 2 beds - 1 shared bath,Wifi - Free parking - Kitchen,Dec 24 – 26,4.74,170,False,,48.0,30.0,18.0
Single King Patio Room Vagabond Inn Executive SFO,hotel room,Burlingame,94128,2 guests - 1 bedroom - 1 bed - 1 private bath,Wifi - Free parking,Dec 31 – Jan 2,,0,False,,127.0,0.0,0.0
B2 -JOY Room near San Francisco  Airport,private room,San Bruno,94128,2 guests - 1 bedroom - 1 bed - 1 shared bath,Wifi - Free parking - Kitchen,Dec 10 – 12,,0,False,,53.0,18.0,18.0
BEAUTIFUL 2 bd/2 ba Guest House 5min SFO w parking,entire guest suite,Millbrae,94128,4 guests - 2 bedrooms - 2 beds - 2 baths,Wifi - Free parking - Kitchen,Dec 31 – Jan 2,4.5,6,True,242.0,213.0,0.0,0.0
Wonderful Top of the hill 5br/3ba house 5 min SFO,entire residential home,South San Francisco,94128,15 guests - 5 bedrooms - 10 beds - 3 baths,Wifi - Free parking - Kitchen - Washer,Dec 17 – 19,4.66,197,False,,539.0,135.0,171.0
SFO Garden house private unit,entire guest suite,San Bruno,94128,3 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Free parking - Kitchen,Dec 17 – 19,,0,False,,245.0,0.0,69.0
(B5)SFO/SF- Spacious 2Bed w/ Bathroom*FREEPARKING*,private room,South San Francisco,94128,4 guests - 1 bedroom - 2 beds - 1 private bath,Wifi - Free parking,Dec 17 – 19,4.36,89,False,,78.0,60.0,30.0
(A1)SouthSF-2Bed&Bath*FREEPARKING* ConvenientCozy,private room,South San Francisco,94128,4 guests - 1 bedroom - 2 beds - 1 private bath,Wifi - Free parking,Dec 24 – 26,4.48,79,False,,78.0,60.0,30.0
"Ideal Location! Pet-Friendly Property, Shop at Serramonte Shopping Center",hotel room,Burlingame,94128,4 guests - 1 bedroom - 2 beds - 1 bath,Wifi,Dec 10 – 12,,0,False,,89.0,0.0,25.0
Just step away from SFO,private room,Millbrae,94128,1 guest - 1 bedroom - 1 bed - 1 shared bath,Wifi - Free parking - Kitchen,Dec 31 – Jan 2,,0,False,,69.0,50.0,27.0
"Cozy bedroom with beautiful bay view, SFO 10 min",private room,San Bruno,94128,2 guests - 1 bedroom - 1 bed - 1 private bath,Wifi - Free parking - Washer,Dec 17 – 19,4.95,103,False,,119.0,25.0,37.0
Two Queen Room at Vagabond Inn Executive SFO,hotel room,Burlingame,94128,4 guests - 1 bedroom - 2 beds - 1 private bath,Wifi - Free parking,Dec 17 – 19,,0,False,,102.0,0.0,0.0
"Relax & Unwind! Short Drive to San Mateo County History Museum, Pet Friendly!",hotel room,Burlingame,94128,4 guests - 1 bedroom - 2 beds - 1 bath,Wifi,Dec 17 – 19,,0,False,,89.0,0.0,25.0
"The Millwood, Deluxe Junior King Suite",room in boutique hotel,Millbrae,94128,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Free parking - Washer,Dec 31 – Jan 2,4.74,23,False,,164.0,0.0,0.0
Two Queen Bay View Room Vagabond Inn Executive SFO,hotel room,Burlingame,94128,4 guests - 1 bedroom - 2 beds - 1 private bath,Wifi - Free parking,Dec 10 – 12,,0,False,,112.0,0.0,0.0
"Great Location w/ Kitchen, Parking, Fitness Center Near Westlake Shopping Center",hotel room,South San Francisco,94128,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Free parking - Kitchen - Washer,Dec 17 – 19,,0,False,,147.0,0.0,42.0
"Explore Waterfront, Kitchen, Dining, Free Parking, Close To San Francisco International Airport",hotel room,South San Francisco,94128,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Free parking - Kitchen - Washer,Dec 17 – 19,,0,False,,147.0,0.0,42.0
"The Dylan, Deluxe Rm-1 queen bed, balcony",room in boutique hotel,Millbrae,94128,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Free parking,Dec 24 – 26,4.71,7,False,,145.0,0.0,0.0
Unique MangoTango house with everything brand new,entire residential home,South San Francisco,94128,8 guests - 4 bedrooms - 10 beds - 2 baths,Wifi - Free parking - Kitchen - Washer,Dec 10 – 12,,0,True,385.0,330.0,380.0,147.0
旧金山硅谷温馨南欧风房间,private room,Millbrae,94128,2 guests - 1 bedroom - 1 bed - 1.5 shared baths,Wifi - Free parking - Kitchen,Dec 3 – 5,5.0,3,False,,95.0,15.0,29.0
Private room near SFO airport and Biotech hub,private room,South San Francisco,94128,1 guest - 1 bedroom - 1 bed - 1 shared bath,Wifi - Free parking - Kitchen - Washer,Dec 3 – 5,,0,False,,63.0,30.0,22.0
"Modern Unit, Airport shuttle, Pool & Gym, Parking",hotel room,Burlingame,94128,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Washer,Dec 17 – 19,,0,False,,133.0,0.0,38.0
"The Dylan, 2 XL Double Beds Traditional Room",room in boutique hotel,Millbrae,94128,4 guests - 1 bedroom - 2 beds - 1 bath,Wifi - Free parking,Dec 24 – 26,4.4,60,False,,134.0,0.0,0.0
"Nearby Attractions! Stylish Unit, Pool, Gym, Local Restaurants",hotel room,Burlingame,94128,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Washer,Dec 17 – 19,,0,False,,133.0,0.0,38.0
611 Commercial Down (3BR),entire rental unit,South San Francisco,94128,6 guests - 3 bedrooms - 3 beds - 1 bath,Wifi - Washer,Dec 10 – 12,4.33,6,False,,175.0,125.0,67.0
Small Private Cozy Room,private room,South San Francisco,94128,1 guest - Studio - 1 bed - 1 shared bath,Wifi - Free parking - Kitchen - Washer,Dec 31 – Jan 2,4.65,75,False,,60.0,0.0,17.0
"The Dylan, Deluxe Rm-1 king bed, balcony",room in boutique hotel,Millbrae,94128,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Free parking,Dec 17 – 19,,0,False,,150.0,0.0,0.0
"A Vacation Day is Always a Great Idea! Two Amazing Units, Near CuriOdyssey",hotel room,Burlingame,94128,8 guests - 2 bedrooms - 4 beds - 2 baths,Wifi,Dec 10 – 12,,0,False,,177.0,0.0,50.0
"Perfect for Business Travel! Vacation Stay w/ Kitchen, Parking, Business Center",hotel room,South San Francisco,94128,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Free parking - Kitchen - Washer,Dec 17 – 19,,0,False,,147.0,0.0,42.0
Cozy studio style room in San Mateo,private room,San Mateo,94128,2 guests - 1 bedroom - 1 bed - 1 private bath,Wifi - Free parking - Washer,Dec 31 – Jan 2,5.0,24,False,,125.0,50.0,42.0
"Family Vacation! Close to Hiller Aviation Museum, Outdoor Pool",hotel room,Burlingame,94128,4 guests - 1 bedroom - 2 beds - 1 bath,Wifi,Dec 24 – 26,,0,False,,89.0,0.0,25.0
"FREE Breakfast, Airport shuttle, Pool & Gym",hotel room,Burlingame,94128,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Washer,Dec 3 – 5,,0,False,,133.0,0.0,38.0
Family-Friendly Unit! Close to Attractions!,hotel room,Burlingame,94128,4 guests - 1 bedroom - 2 beds - 1 bath,Wifi - Free parking - Washer,Dec 31 – Jan 2,,0,False,,1200.0,0.0,339.0
"Family Weekend, Minutes to San Francisco International Airport, Free Parking, Dining",hotel room,South San Francisco,94128,4 guests - 1 bedroom - 2 beds - 1 bath,Wifi - Free parking - Kitchen - Washer,Dec 24 – 26,,0,False,,188.0,0.0,53.0
Top Floor Beautiful Master bedroom suite next SFO,private room,South San Francisco,94128,4 guests - 1 bedroom - 2 beds - 1 private bath,Wifi - Free parking - Kitchen,Dec 17 – 19,4.87,60,False,,133.0,58.0,46.0
"The Dylan, Deluxe Rm-2 queen beds-balcony avail",room in boutique hotel,Millbrae,94128,2 guests - 1 bedroom - 2 beds - 1 bath,Wifi - Free parking,Dec 3 – 5,,0,False,,147.0,0.0,0.0
Close to Attraction! Cozy Unit! Breakfast!,hotel room,Burlingame,94128,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Free parking - Washer,Dec 17 – 19,,0,False,,269.0,0.0,76.0
Sunny room,private room,San Mateo,94128,2 guests - 1 bedroom - 1 private bath,Wifi - Free parking - Kitchen - Washer,Dec 31 – Jan 2,,0,False,,75.0,0.0,21.0
Cozy King Unit w/ To Go Breakfast Bag and Shuttle,hotel room,Burlingame,94128,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Free parking - Washer,Dec 3 – 5,,0,False,,269.0,0.0,76.0
"Great Amenities, Parking, Kitchen, Fitness Center Near San Francisco State University",hotel room,South San Francisco,94128,4 guests - 1 bedroom - 2 beds - 1 bath,Wifi - Free parking - Kitchen - Washer,Dec 3 – 5,,0,False,,188.0,0.0,53.0
"Great Amenities & Convenient Location! Two Comfortable Units, Near San Mateo County History Museum",hotel room,Burlingame,94128,8 guests - 2 bedrooms - 4 beds - 2 baths,Wifi,Dec 10 – 12,,0,False,,177.0,0.0,50.0
"Bay Area! Walking trails, Restaurants, Shopping!",hotel room,Burlingame,94128,4 guests - 1 bedroom - 2 beds - 1 bath,Wifi - Washer,Dec 17 – 19,,0,False,,160.0,0.0,45.0
Deep cleaning旧金山机场附近Millbrae高尚住宅区温馨舒适5房4卫10床,entire villa,Millbrae,94128,16 guests - 5 bedrooms - 10 beds - 4 baths,Wifi - Free parking - Kitchen - Washer,Dec 17 – 19,4.0,3,False,,780.0,130.0,239.0
"Adventure Awaits! Oyster Point Pier, Budget-Friendly, Free Parking",hotel room,South San Francisco,94128,4 guests - 1 bedroom - 2 beds - 1 bath,Wifi - Free parking - Kitchen - Washer,Dec 3 – 5,,0,False,,188.0,0.0,53.0
"Family-Friendly 2 Double Unit,Close to Attraction!",hotel room,Burlingame,94128,4 guests - 1 bedroom - 2 beds - 1 bath,Wifi - Free parking - Washer,Dec 3 – 5,,0,False,,269.0,0.0,76.0
"Making the best Memories Along the way! 3 Comfortable Units, Close to San Mateo County History Museum",hotel room,Burlingame,94128,12 guests - 3 bedrooms - 6 beds - 3 baths,Wifi,Dec 24 – 26,,0,False,,259.0,0.0,73.0
Room available for single/double,private room,South San Francisco,94128,2 guests - 1 bedroom - 1 bed - 0 shared baths,Wifi - Free parking - Kitchen,Dec 10 – 12,,0,False,,70.0,25.0,23.0
"Best Deals! Near San Francisco State University, Kitchen, Parking, Fitness Center",hotel room,South San Francisco,94128,4 guests - 1 bedroom - 2 beds - 1 bath,Wifi - Free parking - Kitchen - Washer,Dec 3 – 5,,0,False,,215.0,0.0,61.0
"2 Contemporary Suite w/Kitchen, Near Attractions",hotel room,South San Francisco,94128,8 guests - 2 bedrooms - 4 beds - 2 baths,Wifi - Free parking - Kitchen - Washer,Dec 24 – 26,,0,False,,430.0,0.0,121.0
"Group Vacation Destination! 3 Spacious Units, Near Naples Beach, Pet-Friendly Property!",hotel room,Burlingame,94128,12 guests - 3 bedrooms - 6 beds - 3 baths,Wifi,Dec 24 – 26,,0,False,,259.0,0.0,73.0
Cozy King Unit w/ To Go Breakfast Bag and Shuttle,hotel room,Burlingame,94128,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Free parking - Washer,Dec 3 – 5,,0,False,,269.0,0.0,76.0
"On A Budget Stay w/ Kitchen, Near Convention Center, Free Parking, Dining",hotel room,South San Francisco,94128,4 guests - 1 bedroom - 2 beds - 1 bath,Wifi - Free parking - Kitchen - Washer,Dec 24 – 26,,0,False,,215.0,0.0,61.0
"Look No Further! Two Spacious Units, Pets Allowed, Close to Naples Beach",hotel room,Burlingame,94128,8 guests - 2 bedrooms - 4 beds - 2 baths,Wifi,Dec 24 – 26,,0,False,,177.0,0.0,50.0
"Ultimate Adventure in California! Four Amazing Units, Pet-Friendly Property, Near Coyote Point Park",hotel room,Burlingame,94128,16 guests - 4 bedrooms - 8 beds - 4 baths,Wifi,Dec 10 – 12,,0,False,,345.0,0.0,97.0
Family-Friendly Unit! Close to Attractions!,hotel room,Burlingame,94128,4 guests - 1 bedroom - 2 beds - 1 bath,Wifi - Free parking - Washer,Dec 24 – 26,,0,False,,269.0,0.0,76.0
"Walking trails! Lovely Unit, Bay Area, Shopping, Parks!",hotel room,Burlingame,94128,4 guests - 1 bedroom - 2 beds - 1 bath,Wifi - Washer,Dec 31 – Jan 2,,0,False,,201.0,0.0,57.0
"3 Spacious Suites for Groups w/ Kitchen, Parking, Near Attractions",hotel room,South San Francisco,94128,12 guests - 3 bedrooms - 6 beds - 3 baths,Wifi - Free parking - Kitchen - Washer,Dec 17 – 19,,0,False,,564.0,0.0,159.0
"2 Serene Units, Free Breakfast & Airport Shuttle",hotel room,Burlingame,94128,8 guests - 2 bedrooms - 4 beds - 2 baths,Wifi - Washer,Dec 10 – 12,,0,False,,320.0,0.0,90.0
"Friends Vacation! Four Spacious Units, Close to Hiller Aviation Museum, Pool",hotel room,Burlingame,94128,16 guests - 4 bedrooms - 8 beds - 4 baths,Wifi,Dec 24 – 26,,0,False,,345.0,0.0,97.0
"Family-Friendly 2 Double Unit,Close to Attraction!",hotel room,Burlingame,94128,4 guests - 1 bedroom - 2 beds - 1 bath,Wifi - Free parking - Washer,Dec 17 – 19,,0,False,,269.0,0.0,76.0
"Stylish Unit! Walking trails, Restaurants, Shopping, Parks",hotel room,Burlingame,94128,4 guests - 1 bedroom - 2 beds - 1 bath,Wifi - Washer,Dec 17 – 19,,0,False,,160.0,0.0,45.0
Four Cozy Units! Close to Attraction! Fitness,hotel room,Burlingame,94128,16 guests - 4 bedrooms - 8 beds - 4 baths,Wifi - Free parking - Washer,Dec 3 – 5,,0,False,,1077.0,0.0,304.0
Perfect Vacation Escape! Two Cozy Units! Parking,hotel room,Burlingame,94128,8 guests - 2 bedrooms - 4 beds - 2 baths,Wifi - Free parking - Washer,Dec 24 – 26,,0,False,,538.0,0.0,152.0
3 Cozy 2 Double BR Units Close to Attraction!,hotel room,Burlingame,94128,12 guests - 3 bedrooms - 6 beds - 3 baths,Wifi - Free parking - Washer,Dec 17 – 19,,0,False,,808.0,0.0,228.0
Perfect Family Units!2x2 Double BR,hotel room,Burlingame,94128,8 guests - 2 bedrooms - 4 beds - 2 baths,Wifi - Free parking - Washer,Dec 10 – 12,,0,False,,538.0,0.0,152.0
Family-Friendly Unit! Close to Attractions!,hotel room,Burlingame,94128,4 guests - 1 bedroom - 2 beds - 1 bath,Wifi - Free parking - Washer,Dec 17 – 19,,0,False,,1200.0,0.0,339.0
"Great Deal! 3 Budget and Pet-Friendly Units, Shop at Serramonte Shopping Center!",hotel room,Burlingame,94128,12 guests - 3 bedrooms - 6 beds - 3 baths,Wifi,Dec 24 – 26,,0,False,,259.0,0.0,73.0
Cozy home near SFO in great neighborhood,private room,San Bruno,94128,2 guests - 1 bedroom - 1 bed - 1 shared bath,Wifi - Free parking - Kitchen,Dec 24 – 26,3.88,8,False,,169.0,50.0,55.0
Private room/bath in Burlingame,private room,Burlingame,94128,2 guests - 1 bedroom - 1 bed - 1 shared bath,Wifi - Free parking - Washer,Dec 31 – Jan 2,5.0,3,False,,125.0,125.0,53.0
Perfect Vacation Escape! Four Cozy Units! Parking,hotel room,Burlingame,94128,16 guests - 4 bedrooms - 8 beds - 4 baths,Wifi - Free parking - Washer,Dec 17 – 19,,0,False,,1077.0,0.0,304.0
旧金山的漂亮静心小公寓独立房间,private room,Millbrae,94128,2 guests - 1 bedroom - 2 beds - 1.5 shared baths,Wifi - Free parking - Kitchen - Washer,Dec 10 – 12,,0,False,,95.0,0.0,27.0
"2 Spacious Suites for Groups, Kitchen, Laundry, Near Zoo and Bay",hotel room,South San Francisco,94128,8 guests - 2 bedrooms - 4 beds - 2 baths,Wifi - Free parking - Kitchen - Washer,Dec 3 – 5,,0,False,,430.0,0.0,121.0
"2 Comfortable Units, Explore San Fran! Kitchen, Free Parking, Fitness Center",hotel room,South San Francisco,94128,8 guests - 2 bedrooms - 4 beds - 2 baths,Wifi - Free parking - Kitchen - Washer,Dec 17 – 19,,0,False,,430.0,0.0,121.0
"4 Modern Units , Pool, Gym, Local Restaurants",hotel room,Burlingame,94128,16 guests - 4 bedrooms - 8 beds - 4 baths,Wifi - Washer,Dec 17 – 19,,0,False,,640.0,0.0,181.0
"Multi Units Avail, Free Breakfast & Airport Shuttl",hotel room,Burlingame,94128,8 guests - 2 bedrooms - 4 beds - 2 baths,Wifi - Washer,Dec 31 – Jan 2,,0,False,,401.0,0.0,113.0
"Relax & Unwind! Four Serene Units, Pool, Short Drive to San Mateo County History Museum, Pet Friendly!",hotel room,Burlingame,94128,16 guests - 4 bedrooms - 8 beds - 4 baths,Wifi,Dec 17 – 19,,0,False,,345.0,0.0,97.0
Perfect Group Vacation! 4x2 Double BR Unit!,hotel room,Burlingame,94128,16 guests - 4 bedrooms - 8 beds - 4 baths,Wifi - Free parking - Washer,Dec 10 – 12,,0,False,,1077.0,0.0,304.0
Perfect Family Units!2x2 Double BR,hotel room,Burlingame,94128,8 guests - 2 bedrooms - 4 beds - 2 baths,Wifi - Free parking - Washer,Dec 3 – 5,,0,False,,538.0,0.0,152.0
"Fun for the Whole Family! 3 Comfortable Units w/ Kitchen, Parking, Fitness Center",hotel room,South San Francisco,94128,12 guests - 3 bedrooms - 6 beds - 3 baths,Wifi - Free parking - Kitchen - Washer,Dec 3 – 5,,0,False,,564.0,0.0,159.0
"Near Serramonte Shopping Center, Golf, 3 Contemporary Units w/Kitchen",hotel room,South San Francisco,94128,12 guests - 3 bedrooms - 6 beds - 3 baths,Wifi - Free parking - Kitchen - Washer,Dec 24 – 26,,0,False,,564.0,0.0,159.0
"Stylish Unit! Walking trails, Restaurants, Shopping, Parks",hotel room,Burlingame,94128,8 guests - 2 bedrooms - 4 beds - 2 baths,Wifi - Washer,Dec 10 – 12,,0,False,,320.0,0.0,90.0
"Group Vacay Destination, Near Anchor Brewing Company, 3 Chic Units",hotel room,South San Francisco,94128,12 guests - 3 bedrooms - 6 beds - 3 baths,Wifi - Free parking - Kitchen - Washer,Dec 17 – 19,,0,False,,645.0,0.0,182.0
"Three Stylish rooms, Minifridge & Microwave, Pool",hotel room,Burlingame,94128,12 guests - 3 bedrooms - 6 beds - 3 baths,Wifi - Washer,Dec 31 – Jan 2,,0,False,,601.0,0.0,170.0
"Nearby Attractions! Four Stylish Units, Pool, Gym, Local Restaurants",hotel room,Burlingame,94128,16 guests - 4 bedrooms - 8 beds - 4 baths,Wifi - Washer,Dec 3 – 5,,0,False,,640.0,0.0,181.0
"3 Budget-Friendly Suites w/Kitchen, Laundry, Fitness Center",hotel room,South San Francisco,94128,12 guests - 3 bedrooms - 6 beds - 3 baths,Wifi - Free parking - Kitchen - Washer,Dec 3 – 5,,0,False,,645.0,0.0,182.0
"Great Amenities! 3 Modern Units, Minifridge & Microwave, Pool",hotel room,Burlingame,94128,12 guests - 3 bedrooms - 6 beds - 3 baths,Wifi - Washer,Dec 3 – 5,,0,False,,480.0,0.0,136.0
"3 Spacious Units, Minutes to Convention Center, Shopping, Dining",hotel room,South San Francisco,94128,12 guests - 3 bedrooms - 6 beds - 3 baths,Wifi - Free parking - Kitchen - Washer,Dec 24 – 26,,0,False,,645.0,0.0,182.0
All travelers welcome! 4 Modern Units Near Airport,hotel room,Burlingame,94128,16 guests - 4 bedrooms - 8 beds - 4 baths,Wifi - Washer,Dec 3 – 5,,0,False,,640.0,0.0,181.0
"Spacious rooms, Minifridge & Microwave, Pool",hotel room,Burlingame,94128,12 guests - 3 bedrooms - 6 beds - 3 baths,Wifi - Washer,Dec 31 – Jan 2,,0,False,,601.0,0.0,170.0
Inn at the Opera''',entire rental unit,Western Addition/NOPA,94102,2 guests - Studio - 1 bed - 1 bath,Wifi,Dec 10 – 12,5.0,7,False,,143.0,0.0,40.0
Private historic room in Hayes Valley,private room,Western Addition/NOPA,94102,2 guests - 1 bedroom - 1 bed - 1.5 shared baths,Wifi - Kitchen,Dec 17 – 19,4.91,11,True,175.0,118.0,0.0,33.0
Cozy private bedroom in Victorian home SoMa,private room,SoMa,94102,2 guests - 1 bedroom - 1 bed - 1 shared bath,Wifi - Kitchen - Washer - Self check-in,Dec 24 – 26,5.0,9,False,,75.0,40.0,27.0
"Hotel Abri, Deluxe Queen ADA Roll-in Shower",room in boutique hotel,Western Addition/NOPA,94102,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Self check-in,Dec 3 – 5,5.0,5,False,,120.0,0.0,0.0
Deluxe Queen Room w/Street View,room in boutique hotel,Hayes Valley,94102,2 guests - 1 bedroom - 1 bed - 1 private bath,Wifi,Dec 24 – 26,4.5,46,False,,133.0,0.0,0.0
Private Ensuite with Private Entry in Geographic City Center,entire guest suite,Haight-Ashbury,94102,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Kitchen - Self check-in,Dec 24 – 26,4.98,376,False,,158.0,25.0,48.0
Sunny private room w/ patio in Fillmore,private room,Western Addition/NOPA,94102,2 guests - 1 bedroom - 1 bed - 1 private bath,Wifi - Self check-in,Dec 31 – Jan 2,4.96,28,False,,91.0,125.0,43.0
Spacious - Union Square Hotel Style Suite,entire condominium (condo),Downtown,94102,3 guests - Studio - 1 bed - 1 bath,Washer - Self check-in,Dec 24 – 26,4.92,36,False,,139.0,65.0,48.0
Standard Twin Room w/Shared Bathroom,private room,Western Addition/NOPA,94102,2 guests - 1 bedroom - 2 beds - 1 shared bath,Wifi,Dec 3 – 5,4.51,39,True,131.0,110.0,0.0,0.0
Hayes Valley Haven - sunny with private entrance,private room,Hayes Valley,94102,2 guests - 1 bedroom - 1 bed - 1 shared bath,Wifi,Dec 31 – Jan 2,4.93,96,False,,118.0,35.0,38.0
"Relaxing Victorian room in SoMa, next to BART!",private room,SoMa,94102,2 guests - 1 bedroom - 1 bed - 1.5 shared baths,Wifi - Kitchen - Washer - Self check-in,Dec 10 – 12,4.88,260,False,,80.0,50.0,30.0
Super Clean Suite:  Hip/Restaurant Neighborhood,private room,Hayes Valley,94102,2 guests - 1 bedroom - 1 bed - 1 private bath,Wifi - Kitchen - Washer - Self check-in,Dec 24 – 26,4.75,4,False,,71.0,40.0,26.0
Lovely private room with private bath downtown SF,private room,Downtown,94102,1 guest - 1 bedroom - 1 bed - 1 private bath,Wifi - Washer,Dec 17 – 19,4.25,20,False,,65.0,30.0,23.0
Urban Chic in Lower Pacific Heights,entire guest suite,Western Addition/NOPA,94102,4 guests - 2 bedrooms - 3 beds - 1 bath,Wifi,Dec 17 – 19,4.86,87,True,349.0,309.0,125.0,105.0
"(the 
  15) Private Room Near Downtown SF",private room,Tenderloin,94102,2 guests - 1 bedroom - 1 bed - 1 shared bath,Wifi - Kitchen,Dec 3 – 5,4.53,438,False,,69.0,19.0,22.0
